id,cod_concedente,cod_financiador,cod_gestora,cod_orgao,cod_secretaria,descricao_modalidade,descricao_objeto,descricao_tipo,descricao_url,data_assinatura,data_processamento,data_termino,flg_tipo,isn_parte_destino,isn_sic,num_spu,valor_contrato,isn_modalidade,isn_entidade,tipo_objeto,num_spu_licitacao,descricao_justificativa,valor_can_rstpg,data_publicacao_portal,descricao_url_pltrb,descricao_url_ddisp,descricao_url_inexg,cod_plano_trabalho,num_certidao,descriaco_edital,cpf_cnpj_financiador,num_contrato,valor_original_concedente,valor_original_contrapartida,valor_atualizado_concedente,valor_atualizado_contrapartida,created_at,updated_at,plain_num_contrato,calculated_valor_aditivo,calculated_valor_ajuste,calculated_valor_empenhado,calculated_valor_pago,contract_type,infringement_status,cod_financiador_including_zeroes,accountability_status,plain_cpf_cnpj_financiador,descricao_situacao,data_publicacao_doe,descricao_nome_credor,isn_parte_origem,data_auditoria,data_termino_original,data_inicio,data_rescisao,confidential,gestor_contrato,data_finalizacao_prestacao_contas,sequential,emergency,law,has_non_profit_transfer,nome_fiscal
543604,241291,809150,241291,24200214,24000000,PREGÃO ELETRÔNICO,"Aquisição de gêneros alimentícios através da ATA.2023/28567, para suprir as necessidades do HMCASG.",DESPESA.SEM.INSTRUMENTO.CONTRATUAL,Sem Íntegra,2024-02-19T00:00:00.000-03:00,2025-01-03T09:15:06.000-03:00,2024-12-31T00:00:00.000-03:00,52,601330,1306986,24001.011144/2024-25,7350.0,0,579,Outros,088411602022,Aquisição de gêneros alimentícios.,0.0,,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2022/25896,19. REGISTRO DE PREÇO,49.324.221/0015-00,,7350.0,0.0,7350.0,0.0,2024-02-28T13:04:27.658-03:00,2025-05-21T10:30:57.653-03:00,,0.0,0.0,7350.0,7350.0,contrato,0,00809150,,49324221001500,VENCIDO,,FRESENIUS KABI BRASIL LTDA,321252,2025-01-01,2024-12-31T00:00:00.000-03:00,2024-02-19T00:00:00.000-03:00,,False,,,2658,False,,,
545649,228547,874982,220001,22000000,22000000,CARTA CONVITE,CONSTRUÇÃO DE DUAS SALAS DE AULA - EEMTI EDSON LUIZ CAVALCANTE DE GOUVÊA - IGUATU - CREDE 16,CONTRATO,20240220.1306114.Integra.CONTRATO.pdf,2024-02-19T00:00:00.000-03:00,2025-03-23T10:30:07.000-03:00,2025-03-20T00:00:00.000-03:00,51,663424,1306114,22001.037605/2023-83,312811.32,0,1771,Outros,22001037605202383,Melhoria da qualidade das escolas.,0.0,,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2023/30452,01. PROCESSO LICITATÓRIO,33.876.240/0001-03,1/2024,312811.32,0.0,312811.32,0.0,2024-03-16T13:06:59.596-03:00,2025-05-21T10:31:10.794-03:00,12024,0.0,0.0,312811.32,312811.32,contrato,0,00874982,,33876240000103,VENCIDO,2024-03-20T00:00:00.000-03:00,CICERO WALTER MATOS DA SILVA,88189,2025-03-21,2025-03-20T00:00:00.000-03:00,2024-03-20T00:00:00.000-03:00,,False,SIMONE BARBOSA ALCANTARA,,4640,False,,,
542534,241281,158648,241281,24200184,24000000,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE MATERIAL MÉDICO HOSPITALAR ( CONJUNTO, VALVULA PARA HIDROCEFALIA ADULTO MEDIA PRESSAO E BAIXO PERFIL, CATETER VENTRICULAR COM ESTILETE E CATETER PERITONEAL, VALVULA DE SILICONE DE BAIXO PERFIL COM RESERVATORIO CENTRAL, BASE RIGIDA E RESISTENTE A TRANSFIXACAO DE AGULHA E CONECTORES INTERLIGADOS, RADIOPACA,  INFANTIL BAIXA PRESSAO E BAIXO PERFIL, CATETER VENTRICULAR COM ESTILETE E CATETER PERITONEAL, VALVULA DE SILICONE DE BAIXO PERFIL COM RESERVATORIO CENTRAL, BASE RIGIDA E RESISTENTE A TRANSFIXACAO DE AGULHA E CONECTORES INTERLIGADOS, RADIOPACA,  CONJUNTO, DRENAGEM LOMBAR EXTERNA DLE E OUTROS...) PARA O HOSPITAL GERAL DE FORTALEZA-HGF/SESA - .",DESPESA.SEM.INSTRUMENTO.CONTRATUAL,Sem Íntegra,2024-02-19T00:00:00.000-03:00,2025-01-03T09:15:06.000-03:00,2024-12-31T00:00:00.000-03:00,52,166136,1305904,24001.000385/2024-49,19205.55,0,576,,061200832022,PARA ATENDER AS NECESSIDADES DO HOSPITAL GERAL DE FORTALEZA.,0.0,,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2022/18393,19. REGISTRO DE PREÇO,03.967.966/0001-90,,19205.55,0.0,19205.55,0.0,2024-02-19T13:04:36.550-03:00,2025-05-21T10:30:51.073-03:00,,0.0,0.0,19205.55,19205.55,contrato,0,00158648,,03967966000190,VENCIDO,,ENFERMED COMERCIO DE MATERIAIS MEDICO- HOSPITALARES LTDA - EPP,321261,2025-01-01,2024-12-31T00:00:00.000-03:00,2024-02-19T00:00:00.000-03:00,,False,,,1656,False,,,
542734,100001,895185,100001,10000000,10000000,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE MATERIAIS DE CONSUMO LIMPEZA E HIGIENE, PARA ATENDER AS NECESSIDADES DA SECRETARIA DA SEGURANÇA PÚBLICA E DEFESA SOCIAL E SUAS COORDENADORIAS VINCULADAS.",DESPESA.SEM.INSTRUMENTO.CONTRATUAL,Sem Íntegra,2024-02-19T00:00:00.000-03:00,2025-01-03T09:15:06.000-03:00,2024-12-31T00:00:00.000-03:00,52,688158,1305987,10001.001361/2024-01,14868.0,0,1263,Material de Limpeza,071389382022,"A presente Aquisição dos materiais é feita visando suprir as necessidades da Secretaria da Segurança Pública e Defesa Social, de forma a garantir o pleno funcionamento de suas atividades.",0.0,,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2022/14306,19. REGISTRO DE PREÇO,40.476.824/0001-57,,14868.0,0.0,14868.0,0.0,2024-02-20T13:04:26.388-03:00,2025-05-21T10:30:52.276-03:00,,0.0,0.0,14868.0,14868.0,contrato,0,00895185,,40476824000157,VENCIDO,,FORNECER COMERCIO E SERVICOS LTDA,203751,2025-01-01,2024-12-31T00:00:00.000-03:00,2024-02-19T00:00:00.000-03:00,,False,,,1848,False,,,
542705,240001,852245,240401,24200004,24000000,PREGÃO ELETRÔNICO,"AQUISIÇÃO DE DIETA, ENTERAL, LIQUIDA, OLIGOMERICA, SISTEMA FECHADO, ESPECIFICA PARA CRIANCAS ATE 10 ANOS, NORMOCALORICA 1 KCAL/ML, NORMOPROTEICA, ISENTA DE SACAROSE E GLUTEN OSMOLARIDADE COM NO MAXIMO 500 MOSM/L (NUTRINI PEPTI) PARA ATENDER DEMANDAS JUDICIAIS.",DESPESA.SEM.INSTRUMENTO.CONTRATUAL,Sem Íntegra,2024-02-19T00:00:00.000-03:00,2025-01-03T09:15:06.000-03:00,2024-12-31T00:00:00.000-03:00,52,648913,1306005,24001.011234/2024-16,3720.0,0,1795,Outros,035453792023,"AQUISIÇÃO DE DIETA, ENTERAL, LIQUIDA, OLIGOMERICA, SISTEMA FECHADO, ESPECIFICA PARA CRIANCAS ATE 10 ANOS, NORMOCALORICA 1 KCAL/ML, NORMOPROTEICA, ISENTA DE SACAROSE E GLUTEN OSMOLARIDADE COM NO MAXIMO 500 MOSM/L (NUTRINI PEPTI) PARA ATENDER DEMANDAS JUDICIAIS.",0.0,,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2023/14268,19. REGISTRO DE PREÇO,18.545.564/0001-75,,3720.0,0.0,3720.0,0.0,2024-02-20T13:03:58.011-03:00,2025-05-21T10:30:52.093-03:00,,0.0,0.0,3720.0,3720.0,contrato,0,00852245,,18545564000175,VENCIDO,,GOLD NUTRI COMERCIO DE PRODUTOS NUTRICIONAIS E HOSPITALARES LTDA,203041,2025-01-01,2024-12-31T00:00:00.000-03:00,2024-02-19T00:00:00.000-03:00,,False,,,1819,False,,,
543111,101031,944411,101031,10100003,10000000,PREGÃO ELETRÔNICO,Aquisição de Materiais Permanentes diversos para o aperfeiçoamento da cobertura dos vários eventos realizados pela Polícia Militar do Ceará - MAPP 178.,CONTRATO,20240221.1305976.Integra.CONTRATO.pdf,2024-02-19T00:00:00.000-03:00,2025-03-01T10:30:07.000-03:00,2025-02-26T00:00:00.000-03:00,51,725585,1305976,10061.025229/2023-91,10492.76,0,2843,"Aquisição de Móveis, Máquinas e Equipamentos (Matl Permanente)",10061025229202391,Aquisição de Materiais Permanentes diversos para o aperfeiçoamento da cobertura dos vários eventos realizados pela Polícia Militar do Ceará - MAPP 178.,0.0,,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2023/28064,22.TERMO DE ADESÃO A REGISTRO DE PREÇO EXTERNO (CARONA),35.046.657/0001-74,1305976,10492.76,0.0,10492.76,0.0,2024-02-23T13:03:42.127-03:00,2025-05-21T10:30:54.516-03:00,1305976,0.0,0.0,10492.76,10492.76,contrato,0,00944411,,35046657000174,VENCIDO,2024-02-26T00:00:00.000-03:00,AUDIO E CIA COMERCIO E IMPORTACAO LTDA,330557,2025-02-27,2025-02-26T00:00:00.000-03:00,2024-02-26T00:00:00.000-03:00,,False,Luziane Pereira Freire,,2187,False,,,
543227,211101,944401,211101,56200006,56000000,DISPENSA,MATERIAL GRÁFICO PARA ADAGRI,DESPESA.SEM.INSTRUMENTO.CONTRATUAL,20240223.1305967.Declaracao.Dispensa.DESPESA.SEM.INSTRUMENTO.CONTRATUAL.pdf,2024-02-19T00:00:00.000-03:00,2025-01-03T09:15:06.000-03:00,2024-12-31T00:00:00.000-03:00,52,725584,1305967,56022.000658/2024-01,44060.0,0,3749,"Impressão, Impressos e Material Gráfico",56022000658202401,"Contratação da empresa especializada em confecção de material gráfico, alinhada com o padrão de identidade visual do Governo do Estado do Ceará. Esta iniciativa é crucial para possibilitar o trabalho de fiscalização em todo o Estado e garantir a segurança alimentar, a preservação ambiental e o bem-estar animal",0.0,,Sem Pltrb,20240223.1305967.Declaracao.Dispensa.DESPESA.SEM.INSTRUMENTO.CONTRATUAL.pdf,Sem DecInexg,,2024/01032,01. PROCESSO LICITATÓRIO,50.156.346/0001-51,,44060.0,0.0,44060.0,0.0,2024-02-24T13:07:10.649-03:00,2025-05-21T10:30:55.214-03:00,,0.0,0.0,44060.0,44060.0,contrato,0,00944401,,50156346000151,VENCIDO,,MASTER TAG ROTULOS ETIQUETAS E COMUNICACAO VISUAL LTDA,335137,2025-01-01,2024-12-31T00:00:00.000-03:00,2024-02-19T00:00:00.000-03:00,,False,,,2298,False,,,
544939,241301,938076,241301,24200194,24000000,PREGÃO ELETRÔNICO,"PROCEDENTE DA ATA DE REGISTRO DE PREÇO Nº 2023/14273 ORDEM DE COMPRA Nº 08483/2024, INSTRUMENTO CONVOCATÓRIO Nº 2022/2089 CUJO OBJETO E AQUISIÇÃO DE MEDICAMENTOS MEDICO HOSPITALAR E AMBULATORIAL PARA ATENDER AS NECESSIDADES DO HGCC.",DESPESA.SEM.INSTRUMENTO.CONTRATUAL,Sem Íntegra,2024-02-19T00:00:00.000-03:00,2025-01-03T09:15:06.000-03:00,2024-12-31T00:00:00.000-03:00,52,718363,1308820,24001.011349/2024-19,469.72,0,577,Outros,088941242022,"Esta aquisição é de extrema necessidade para o HGCC, que aderiu esta Ata de Registro de Preços, para dar continuidade de forma eficiente e eficaz, aos serviços desta unidade hospitalar.",0.0,,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2022/27185,19. REGISTRO DE PREÇO,07.640.617/0002-00,,469.72,0.0,469.72,0.0,2024-03-12T13:04:05.672-03:00,2025-05-21T10:31:06.338-03:00,,0.0,0.0,452.9,452.9,contrato,0,00938076,,07640617000200,VENCIDO,,DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA,321260,2025-01-01,2024-12-31T00:00:00.000-03:00,2024-02-19T00:00:00.000-03:00,,False,,,3960,False,,,
542923,210001,310053,210001,21000000,21000000,DEFINIDA POR ORGANISMO FINANCIADOR,"CT Nº 002/2024 - UGP/PSJ III - 2ª Fase - Contratação de serviço de Consultoria para Elaboração de 50 (cinquenta) Planos de Negócios e Planos Operacionais e 19 (dezenove) Planos de Manejo para Organizações da Agricultura Familiar (OAF), localizadas nos municípios de Alto Santo, Aquiraz, Aracati, Aracoiaba, Aratuba, Banabuiú, Barreira, Capistrano, Cascavel, Caucaia, Chorozinho, Fortim, Ibaretama, Iracema, Jaguaretama, Jaguaribara, Jaguaribe, Jaguaruana, Limoeiro do Norte, Maracanaú, Milhã, Morada Nova, Ocara, Pacajus, Quixeramobim, Quixeré, Russas, Solonópole, Tabuleiro do Norte, no âmbito do Projeto de Desenvolvimento Rural Sustentável ¿ PDRS/ Projeto São José III ¿ 2ª Fase especificamente a Componente 1 - Inclusão Econômica Sustentável e sua Subcomponente 1.1 - Fortalecimento das Organizações para Melhor Acesso aos Mercados.",CONTRATO,20240221.1306145.Integra.CONTRATO.pdf,2024-02-20T00:00:00.000-03:00,2025-07-12T11:00:07.000-03:00,2025-10-20T00:00:00.000-03:00,51,470672,1306145,04277696/2023,3100000.0,0,1770,Serviços de Consultoria,042776962023,"A elaboração dos Planos de Negócios, de Manejo e de Investimentos são atividades previstas no processo de implementação dos Subprojetos selecionados pelo Edital de Chamada Pública 01/2021. 
Estas são ferramentas fundamentais para que se tenha uma boa execução dos Subprojetos, bem definidos e alocados os investimentos e, principalmente, para que sejam alcançados os resultados previstos.",0.0,2024-11-06T00:00:00.000-03:00,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2024/00692,01. PROCESSO LICITATÓRIO,06.745.897/0001-69,002/2024,3100000.0,0.0,3351350.89,0.0,2024-02-22T13:03:13.771-03:00,2025-09-06T09:02:02.932-03:00,0022024,251350.89,0.0,3111954.51,1787912.19,contrato,0,00310053,,06745897000169,EM EXECUÇÃO - NORMAL,2024-02-23T00:00:00.000-03:00,CENTRO DE  ESTUDOS E ASSISTENCIA AS LUTAS DO/ATRABALHADOR/A RURAL,203809,2025-07-10,2025-03-20T00:00:00.000-03:00,2024-02-20T00:00:00.000-03:00,,False,Maria Imeuda Sabino,0001-01-01,2009,False,,,
591550,241331,934721,241331,24200224,24000000,PREGÃO ELETRÔNICO,"RECURSO DESTINADO AQUISIÇÃO DE MATERIAL DE LIMPEZA, REFERENTE A ATA DO RP 2024/22636- PARA O HSJ.",DESPESA.SEM.INSTRUMENTO.CONTRATUAL,Sem Íntegra,2024-02-20T00:00:00.000-03:00,2025-02-20T15:34:26.000-03:00,2025-12-31T00:00:00.000-03:00,51,714604,1358913,24001.013394/2025-81,2380.0,51,580,Outros,46001001291202349,"AQUISIÇÃO DE MATERIAL DE LIMPEZA, REFERENTE A ATA DO RP 2024/22636- PARA O HSJ.",0.0,2025-02-20T15:34:26.050-03:00,Sem Pltrb,Sem DecDisp,Sem DecInexg,,2023/12319,19. REGISTRO DE PREÇO,46.743.542/0001-55,,2380.0,0.0,2380.0,0.0,2025-02-20T15:34:26.104-03:00,2025-05-21T10:36:03.403-03:00,,0.0,0.0,2380.0,0.0,contrato,0,00934721,,46743542000155,EM EXECUÇÃO - NORMAL,,LA MAISON DISTRIBUIDORA LTDA,321253.0,0001-01-01,2025-12-31T00:00:00.000-03:00,2024-02-20T00:00:00.000-03:00,,False,,0001-01-01,1951,False,,,
